target,candidate,horizon,window,evaluation_period,model,benchmark,n_forecasts,mae,rmse,bias,benchmark_mae,benchmark_rmse,mae_ratio,rmse_ratio,direction_accuracy,dm_loss_gain_z,dm_two_sided_p,clark_west_z,clark_west_one_sided_p,clark_west_fdr_q
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,ex_pandemic,m1_controls,m0_ar,42,4.551918520454951,5.914601273004344,0.25494236756707106,3.911993423464691,5.036707259645373,1.1635803100158344,1.1742991935212812,0.7142857142857143,-1.2350619159799072,0.21680746173453935,-0.351075413100211,0.6372341135473564,0.8496454847298085
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,ex_pandemic,m2_tech,m1_controls,42,4.424866022546906,5.818827680664033,0.21906569404156823,4.551918520454951,5.914601273004344,0.9720881432000356,0.983807261399438,0.7142857142857143,0.494180702434683,0.6211785670680618,1.578285730667762,0.05724999128206806,0.11449998256413613
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,5,expanding_ar1,ex_pandemic,m2_tech,m0_ar,42,4.424866022546906,5.818827680664033,0.21906569404156823,3.911993423464691,5.036707259645373,1.1311026230274142,1.1552840736417405,0.7142857142857143,-1.1747422440756126,0.24009785305358167,-0.11739976103499088,0.5467283632850709,0.7424394144444753
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,6,expanding_ar1,full,m1_controls,m0_ar,55,8.176738682435387,11.220673948409372,-4.768250460164676,3.9612798257623876,4.991205167839147,2.0641658863020846,2.248089102950493,0.6909090909090909,-1.9750496659327748,0.04826251205595184,-1.6026468165144603,0.9454936742754457,0.9777281569068044
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,6,expanding_ar1,full,m2_tech,m1_controls,55,8.05370850280354,11.163334352980753,-4.47480663729173,8.176738682435387,11.220673948409372,0.984953636845931,0.9948898260753092,0.7090909090909091,0.1296884295420933,0.8968129371406282,0.6766351772490046,0.24931872711017247,0.49863745422034494
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,6,expanding_ar1,full,m2_tech,m0_ar,55,8.05370850280354,11.163334352980753,-4.47480663729173,3.9612798257623876,4.991205167839147,2.033107696766543,2.236600976636214,0.7090909090909091,-1.9599718313686514,0.04999908279016291,-1.4906511076750764,0.9319734406218863,0.9418224836247048
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,6,expanding_ar1,pandemic_2020_2022,m1_controls,m0_ar,13,19.338247310930782,19.696494626115154,-19.338247310930782,4.475580400119626,5.062634986883774,4.3208356418787375,3.890561866921997,0.5384615384615384,-9.578355774780693,9.860209938168735e-22,-3.865057619140379,0.9999444685111325,0.9999444685111325
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,6,expanding_ar1,pandemic_2020_2022,m2_tech,m1_controls,13,19.61738827747167,19.927751153582633,-19.61738827747167,19.338247310930782,19.696494626115154,1.0144346569806821,1.0117409991908337,0.5384615384615384,-0.2993285933936796,0.7646893397621969,-0.2257717644169774,0.5893105305900156,0.5893105305900156
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,6,expanding_ar1,pandemic_2020_2022,m2_tech,m0_ar,13,19.61738827747167,19.927751153582633,-19.61738827747167,4.475580400119626,5.062634986883774,4.383205422239163,3.9362409506534166,0.5384615384615384,-15.04460644247391,3.7455444032198014e-51,-3.555033824094096,0.9998110347659998,0.9999690291043328
cpi_L7GG_12m_pct,jp_epi_electronics_gbp_12m_pct,6,expanding_ar1,post_2022,m1_controls,m0_ar,42,4.72198601171062,6.692780589618692,-0.25848953016564385,3.802091552747053,4.96888783995707,1.2419443209616912,1.3469373439663948,0.7380952380952381,-1.1747726142280899,0.24008569925892576,-0.31636515333649873,0.6241373183587261,0.8321830911449681
